year,energy_mwh,revenue_market_pln,cfd_payment_pln,capacity_rev_pln,balancing_rev_pln,fuel_cost_pln,co2_cost_pln,co2_t,vom_cost_pln,start_cost_pln,cycling_cost_pln,fund_cost_pln,fom_multiplier,capture_price,x_hours_at_min,x_curtailed_mwh,x_price_mean,x_neg_hours,x_avail_mean
2045,2359800.0,1195168763.9284172,0.0,112596000.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,506.4703635598005,0,0.0,510.0,287,0.8979452054794522
2046,2359800.0,1199759309.0237832,0.0,112596000.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,508.415674643522,0,0.0,512.0,287,0.8979452054794522
2047,2496600.0,1283252400.0,0.0,112596000.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,514.0,0,0.0,514.0,285,0.9500000000000002
2048,2359800.0,1208938140.0449743,0.0,112596000.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,512.3053394546039,0,0.0,516.0,285,0.8979452054794522
2049,2359800.0,1213526425.970799,0.0,112596000.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,514.2496931819642,0,0.0,518.0,285,0.8979452054794522
2050,2496600.0,1298232000.0,0.0,112596000.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2051,2359800.0,1218179223.7379715,0.0,112596000.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2052,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2053,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2054,2291400.0,1184754032.572929,0.0,0.0,0.0,91656000.0,0.0,0.0,34371000.0,0.0,0.0,80199000.0,1.0,517.0437429400929,0,0.0,520.0,285,0.8719178082191783
2055,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2056,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2057,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2058,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2059,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2060,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2061,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2062,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2063,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2064,2291400.0,1184754032.572929,0.0,0.0,0.0,91656000.0,0.0,0.0,34371000.0,0.0,0.0,80199000.0,1.0,517.0437429400929,0,0.0,520.0,285,0.8719178082191783
2065,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2066,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2067,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2068,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2069,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2070,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2071,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2072,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2073,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2074,2325600.0,1200357632.313036,0.0,0.0,0.0,93024000.0,0.0,0.0,34884000.0,0.0,0.0,81396000.0,1.0,516.1496526973839,0,0.0,520.0,285,0.8849315068493153
2075,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2076,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2077,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2078,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2079,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2080,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2081,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2082,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2083,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2084,2291400.0,1184754032.572929,0.0,0.0,0.0,91656000.0,0.0,0.0,34371000.0,0.0,0.0,80199000.0,1.0,517.0437429400929,0,0.0,520.0,285,0.8719178082191783
2085,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2086,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2087,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2088,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2089,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2090,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2091,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2092,2496600.0,1298232000.0,0.0,0.0,0.0,99864000.0,0.0,0.0,37449000.0,0.0,0.0,87381000.0,1.0,520.0,0,0.0,520.0,285,0.9500000000000002
2093,2359800.0,1218179223.7379715,0.0,0.0,0.0,94392000.0,0.0,0.0,35397000.0,0.0,0.0,82593000.0,1.0,516.2213847520856,0,0.0,520.0,285,0.8979452054794522
2094,2291400.0,1184754032.572929,0.0,0.0,0.0,91656000.0,0.0,0.0,34371000.0,0.0,0.0,80199000.0,1.0,517.0437429400929,0,0.0,520.0,285,0.8719178082191783
